,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
952,22.5715834981,88.4097900242,Sweet N Sour," IA 261, Near Stadium Gate 2, Sector 3, Salt Lake","Sector 3, Salt Lake",550," Chinese, North Indian, Bengali, Rolls",                                11:30 AM to 10:30 PM (Mon-Sun),2.8,Casual Dining,129 votes,"ChilliChicken,Thali,ChickenNoodle,Momos,GondhorajLebu,ChikenRoll,Pakoda"
953,22.502407,88.33027,Kaleidoscope Multicuisine Restaurant," 184/1, Kabiguru Sarani, New Alipore, Kolkata",New Alipore,600," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),3.1,Casual Dining,10 votes,
954,22.5557942,88.3578163,Saldanha Bakery," 19, Nawab Abdur Rahman Street, Near Rafi Ahmed Kidwai Road, Wellesley, Kolkata",Wellesley,200," Bakery, Desserts",                                10 AM to 9:30 PM (Mon-Sun),3.9,Bakery,50 votes,"WalnutCake,FruitCake,Macaroon,Brownie,ChocolateWalnut"
955,22.4641308,88.3801138,Babumashai," 1518, Garia Main Road, Near Kavi Nazrul Metro, Garia, Kolkata","The Last Metro, Garia",700," Bengali, North Indian, Chinese","                                12 Noon to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",3.4,"Casual Dining,Bar",106 votes,TawaRoti
956,22.5866022,88.3415557,Sitaram's," 30, Mukhram Kanoria Road, Howrah Station Area, Howrah",Howrah Station Area,150," Mithai, Fast Food","                                6 AM to 11:50 PM (Mon, Tue, Wed, Fri, Sat, Sun), 6...",3.3,Sweet Shop,30 votes,
957,22.5019205326,88.3619833365,Kwality Wall's Swirl's," Spencers, South City Mall, 375, Prince Anwar Shah Road, Kolkata","South City Mall, Prince Anwar Shah Road",200," Ice Cream, Desserts",                                11:30 AM to 11 PM (Mon-Sun),3.2,"Dessert Parlor,Food Court",17 votes,
958,22.5803236,88.3901212,Vishal Pastry," P43, C.I.T. Road, Scheme VII M, Kankurgachi, Kolkata",Kankurgachi,400," Bakery, Desserts, Fast Food",                                11 AM to 10 PM (Mon-Sun),3.4,Dessert Parlor,26 votes,
959,22.5923600375,88.3699743077,Lakshmi Narayan Shaw & Son," 158, Bidhan Sarani, Hatibagan, Kolkata",Hatibagan,150, Street Food,                                9 AM to 10 PM (Mon-Sun),3.9,Quick Bites,73 votes,"AlooChop,PaneerCutlets,Fries,Pakoda"
960,22.4745483,88.3665816,Foodaholic,,,,,,,,,
961,22.5784693205,88.4191274643,Tarang Take Away," 12 No Tank, GD Block Bus Terminal, Sector 3, Salt Lake","Sector 3, Salt Lake",500," North Indian, Chinese",                                11 AM to 10:30 PM (Mon-Sun),3.3,Casual Dining,43 votes,"MasalaKulcha,HakkaNoodles"
962,22.6474295,88.4349269,Red Carpet," 6, Dum Dum, Kolkata Near Airpot Gate 2",Dum Dum,500," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),2.8,Casual Dining,71 votes,"ChilliChicken,SchezwanChicken,Noodles"
963,22.5739806653,88.3636174724,Putiram Sweets," 12A, Surya Sen Street, College Street, Kolkata",College Street,100, Mithai,                                7 AM to 9 PM (Mon-Sun),4,Sweet Shop,500 votes,"CholarDal,Rabri,Radhaballavi,Kachori,Rasgulla,Samosa,Rasmalai"
964,22.5678763672,88.3502409607,Wilson's The Pub - The Lalit Great Eastern," The Lalit Great Eastern, 1, 2, 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata","The Lalit Great Eastern, Esplanade",2100, Finger Food,                                11 AM to 11 PM (Mon-Sun),3.8,Pub,69 votes,"Decor,RooftopAmbience"
965,22.5693786,88.3060399,Moghal Empire," 16/2, Shaikpara Lane, Kona Exp Way, Howrah",Kona Exp Way,300," North Indian, Rolls",                                11 AM to 11 PM (Mon-Sun),3.4,Quick Bites,77 votes,"ChikenRoll,Firni,ReshmiKebab,TandooriChicken,ChickenEggRoll"
966,22.600125,88.4698791,Cafe Ekante Floating Boat," Eco Island, Eco park, Action area II, Rajarhat New Town, Kolkata","Eco Park, Rajarhat New Town, Kolkata",600, Cafe,                                4:30 PM to 7 PM (Mon-Sun),3.3,Cafe,22 votes,
967,22.513308,88.387878,Raikas Kitchen,,,,,,,,,
968,22.596915573,88.3618686721,Dhiren Cabin," 126, Shobha Bazar More, Shobha Bazar, Kolkata",Shobha Bazar,250, Fast Food,                                4 PM to 10 PM (Mon-Sun),3.5,Quick Bites,25 votes,
969,22.5186589,88.3588025,Sankar's Fry," 119, Rashbehari Avenue, Gariahat, Kolkata",Gariahat,150, Street Food,                                5 PM to 9 PM (Mon-Sun),4.1,Quick Bites,61 votes,"Fries,ChickenFry,FriedFish,ChickenPakora,FishButterFry,ChickenCutlet,FishPakoda"
970,22.5186589,88.3588025,A Sweet Surrrender," Rajarhat New Town, Kolkata",Rajarhat New Town,150," Bakery, Desserts",                                9 AM to 9 PM (Mon-Sun),4,"Bakery,Dessert Parlor",81 votes,"RedVelvetCupcake,CakePops"
971,22.5028423469,88.3610150591,Purple Turtle,,,,,,,,,"Mocktails,CountryLemonade,CrispyFrenchFries,GarlicBread,Carbonara,HotChocolate,Brownie"
972,22.5028423469,88.3610150591,Himur Heshel,,,,,,,,,
973,22.5381457,88.3652477,Q33," Ground Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge",800," Cafe, Salad",                                9:30 AM to 9 PM (Mon-Sun),3.7,Cafe,310 votes,"Coffee,Pancakes,CaramelCrunch,HotChocolate,Cheesecake,ChocolateMudTart,CaesarSalad"
974,22.5694438759,88.4325482324,Legacy of China," Pantaloons Mall, EP&GP Block, Next to Infinity Benchmark, Sector 5, Salt Lake","Sector 5, Salt Lake",450," Chinese, Street Food, Rolls",                                12 Noon to 7 AM (Mon-Sun),2.7,"Quick Bites,Kiosk",74 votes,"Noodles,ChilliChicken,ChikenRoll,PaneerCheeseRoll,Chowmein,CheesyChicken"
975,22.5926928007,88.3422603831,Rasoi," 27/503, Sunshine Apartment, M.B. Road, Birati, Barasat, Kolkata",Barasat,400," North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),2.9,Casual Dining,4 votes,
976,22.594770463,88.3710585907,Lebanese Junction - Steak House," 110, Aurobindo Sarani, Near Star Theatre, Hatibagan, Kolkata",Hatibagan,900," Continental, Lebanese, Steak",                                12 Noon to 10 PM (Mon-Sun),3.8,Casual Dining,682 votes,"ChickenGrill,PetaBread,ChickenShawarmaWrap,ShawarmaRoll,ChickenShawarmaSalad,CheloKebab,MeatBalls"
977,22.5826813631,88.4122391353,Le BC,,,,,,,,,
978,22.5893762766,88.429428488,Asia One Restaurant,,,,,,,,,"JeeraRice,Dimsum"
979,22.5025322884,88.3182123676,Bengal Hotel," 335, Diamond Harbour Road, Opposite 14 Number Bus Stop, Behala, Kolkata",Behala,300, North Indian,                                11 AM to 11 PM (Mon-Sun),3.8,Casual Dining,74 votes,"FishButterFry,FishRoll,ChickenStew,MuttonKasha,MuttonCutlets,Pakoda,MuttonStew"
980,22.5936828,88.4332134,Cassoulet Restaurant,,,,,,,,,"Phirni,Chaap,ChilliChicken,GarlicChicken"
981,22.5025573781,88.360911794,The Victoria,,,,,,,,,
982,22.6524383,88.4382587,Nola's Kitchen,,,,,,,,,"Chaap,Noodles"
983,22.6525306531,88.3774570003,Dunlop Hotel and Restaurant,,,,,,,,,"ChickenBharta,Noodles,PanneerButterMasala"
984,22.5688330357,88.3232381567,Cafe By The Lane,,,,,,,,,
985,22.51952,88.3842459,China Bite,,,,,,,,,"Momos,Chowmein,MixedHakkaNoodles,SchezwanRice,ChilliMushroom,DevilsChicken,ChickenLollipop"
986,22.6204033,88.3963273,A1 Haji Fast Food Centre," 83/76, Mullick Colony, Near Laxmi Narayan Mandir, Dum Dum, Kolkata",Dum Dum,300," Biryani, Street Food, Rolls",                                11 AM to 10 PM (Mon-Sun),3.2,Quick Bites,90 votes,"ChikenRoll,Chaap,LacchaParatha,ChickenEggRoll"
987,22.513998724,88.3965023607,Royal Jade Chinese Restaurant," 1282, Rajdanga Main Road, Shantipally Area, Kasba, Kolkata",Kasba,550, Chinese,"                                12 Noon to 4 PM, 6 PM to 10:30 PM (Mon-Sun)",3.4,Casual Dining,304 votes,"DragonChicken,TempuraPrawns,SweetCornSoup,Momos,ChickenMomo,ChickenManchurian,GoldenFriedPrawns"
988,22.5160714,88.3526669,Cafe Bistro," Metropole Hotel, 174, Sarat Bose Road","Hotel Metropole, Desapriya Park",700," Italian, Cafe",                                12 Noon to 11:30 PM (Mon-Sun),3.1,"Casual Dining,Cafe",92 votes,"Mocktails,ChickenWings,ThinCrustPizza,WhiteSaucePasta,VirginMojito,GarlicBread,BasilPestoPasta"
989,22.5898910643,88.3691072837,Zoya Biriyani,,,,,,,,,Chaap
990,22.5171711,88.3555309,Flames," The Stay, 5A, Lake View Road",Desapriya Park,600," Cafe, Fast Food",                                11 AM to 10 PM (Mon-Sun),2.3,Cafe,112 votes,"CrispyChilliBabycorn,Noodles"
991,22.5761133848,88.3659549365,Frosted Delight," 73/1, Golf Club Road, Tollygunge, Kolkata",Tollygunge,400," Bakery, Desserts",                                10:30 AM to 8:30 PM (Mon-Sun),3.8,Bakery,60 votes,
992,22.5902513836,88.3692682162,Shiv Assram," 168, Bidhan Sarani, Hatibagan, Kolkata",Hatibagan,200, Juices,                                8 AM to 10 PM (Mon-Sun),3.6,Beverage Shop,29 votes,Lassi
993,22.7001928737,88.3854050562,Mickey's Kitchen,,,,,,,,,TandooriChicken
994,22.609964,88.267851,Highway Junction,,,,,,,,,
995,22.5243446467,88.2757409289,Al Zaffran,,,,,,,,,
996,22.4597415826,88.3069544658,Randhuni Home Delivery,,,,,,,,,
997,22.529551,88.369009,Deshaj Store & Cafe," 32, Old Ballygunge, 1st Lane, Ballygunge, Kolkata",Ballygunge,500," Cafe, American",                                12 Noon to 9 PM (Mon-Sun),3,Cafe,7 votes,
998,22.572993,88.413378,Awesome,,,,,,,,,
999,22.545055,88.353577,Shibuji," 26, Shakespeare Sarani, Theatre Road, Kolkata",Theatre Road,150, Beverages,                                9 AM to 12:30 AM (Mon-Sun),3.5,Quick Bites,53 votes,"SodaSikhanji,Shikanji,Kulfi,MeethaPaan,IceCreamSoda"
1000,22.478206,88.352265,Ice Choco Cafe," 32/5A, Chandi Ghosh Road, Near Kudghat Bridge, Tollygunge, Kolkata",Tollygunge,300," Cafe, Desserts",                                10 AM to 10 PM (Mon-Sun),3.4,Cafe,58 votes,"Mocktails,ChickenPasta,BrownieShake,Mousse"
1001,22.5446436938,88.3643852547,Anokha Baghicha," 173, Park Street, Park Circus Area, Kolkata",Park Circus Area,500," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),3,Casual Dining,12 votes,
1002,22.521333,88.345783,Bogglingames," 42/1A, Gurupada Halder Road, Kalighat, Kolkata",Kalighat,750," Continental, Burger, Beverages, Fast Food, Cafe, Italian, Chinese, Salad",                                12 Noon to 10 PM (Mon-Sun),3.8,Cafe,93 votes,"Cappuccino,PeriPeriChickenBurger,Bruschettas,FrenchFries,ChickenGrill,ChickenSandwich,GarlicBread"
1003,22.502728,88.358033,How Hua," 188/23A, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,400, Chinese,"                                Closed (Mon),11:30 AM to 10:30 PM (Tue-Sun)",3,Quick Bites,51 votes,"ChimneySoup,ChopSuey,Chowmein,Momos,ChickenBalls"
1004,22.5816329,88.3907276,Nasta," P 52, CIT Road, Scheme 7 M, Near 3A Bus Stand, Kankurgachi, Kolkata",Kankurgachi,150, Street Food,"                                6 AM to 11 AM, 3 PM to 9 PM (Mon-Sun)",3.6,Quick Bites,53 votes,"Jalebi,ClubKachori"
1005,22.5695432572,88.4334692359,Mutton Golbari," Bytes Food Court, Infinity Benchmark, Plot G1, Block EP & GP, Sector 5, Salt Lake","Sector 5, Salt Lake",350, Bengali,                                11 AM to 10 PM (Mon-Sun),3.5,Food Court,96 votes,"KoraishutirKochuri,MuttonKosha,MuttonKasha,AaloBhaja,MuttonDakBunglow,VegThali,AlurDom"
1006,22.4890408191,88.3614190668,The Phuchka Parlour,,,,,,,,,"Phuchkas,Chaat,Panipuri,GolGappe,ChickenSalad"
1007,22.5184289364,88.3499952033,Choco Lust," 154, Desapriya Park (West)",Desapriya Park,300, Bakery,                                11 AM to 10 PM (Mon-Sun),3.7,Bakery,83 votes,"MushroomPuff,RainbowCake,ChocolateMousse,Cupcake,PineapplePastry"
1008,22.5018142882,88.3617040515,The Tea Trove,,,,,,,,,ThickShakes
1009,22.6050852576,88.4113674983,Refuel,,,,,,,,,"Momos,PavBhaji"
1010,22.5422436,88.3506047,Ramana's,,,,,,,,,
1011,22.5595865,88.3515329,Badshah Bar & Restaurant," 5, Lindsay Street, New Market Area, Kolkata",New Market Area,400," North Indian, Chinese, Seafood, Mughlai, Street Food, Beverages, Rolls",                                10 AM to 10:30 PM (Mon-Sun),2.6,"Casual Dining,Bar",259 votes,"TandooriChicken,ChikenRoll,KaathiRoll,KebabRoll,FishFingers,ColdCoffee,MuttonRoll"
1012,22.6183604,88.4323711,Advieh," Hotel Celesta, RAA 43/2, Baguihati, Kolkata Raghunathpur North, Baguihati","Hotel Celesta, VIP Road",1300," Continental, North Indian, Chinese",                                11 AM to 10:30 PM (Mon-Sun),3.9,"Casual Dining,Bar",144 votes,"AamWaliMahiTikka,PaneerLababdar,SpringRoll,Noodles,ManchowSoup,Luchi,DalMakhani"
1013,22.6241611115,88.4417454461,The Bahamas,,,,,,,,,
1014,22.5424113751,88.3258167654,New City Restaurant," 5, Kabitirtha Sarani, Kidderpore, Kolkata",Kidderpore,450," North Indian, Mughlai, Biryani",                                6 AM to 1 AM (Mon-Sun),3.1,Casual Dining,18 votes,
1015,22.5424113751,88.3258167654,Copper Wok," 30, Chinar Park, New Town Road, Rajarhat New Town, Kolkata",Rajarhat New Town,350, Chinese,                                12:30 PM to 10:30 PM (Mon-Sun),3.2,Quick Bites,78 votes,"Momos,GarlicChicken,Chowmein"
1016,22.5699703,88.3512159,Cafe Monte Carlo," 3/1, Mangoe Lane, Esplanade, Kolkata",Esplanade,350," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),3.4,"Casual Dining,Bar",60 votes,FishFingers
1017,22.525868,88.325882,Machiners Paradise Cafe," 2/3, Judges Court Road, Near Skoda Showroom, Alipore, Kolkata",Alipore,1000," Cafe, Italian, Continental, Mexican",                                11 AM to 11:30 PM (Mon-Sun),3.7,Cafe,96 votes,"Mudpie,Cappuccino,Mocktails,ChickenPizza,Brownie,Coffee"
1018,22.634035,88.43452,Topi Wala,,,,,,,,,
1019,22.5798658232,88.4145137295,Saima Restaurant," 59E, Chowringhee Road, Near Rabindra Sadan Metro, Elgin, Kolkata",Elgin,250," North Indian, Street Food, Biryani, Rolls",                                10:30 AM to 10:30 PM (Mon-Sun),3.4,Casual Dining,649 votes,Firni
1020,22.5096545,88.3696776,Moonlight Sonata," 14G, Dhakuria Station Road, Near Ramchandra  High School, Dhakuria, Kolkata",Dhakuria,350," Chinese, North Indian",                                12 Noon to 10:30 PM (Mon-Sun),3.2,Casual Dining,55 votes,"Noodles,SpringChicken,GarlicChicken,FishChilli"
1021,22.5491588,88.3507227,The Drive Inn," 10, Middleton Street, Chowringhee, Kolkata",Chowringhee,700," Chinese, North Indian, Fast Food",                                12 Noon to 11 PM (Mon-Sun),2.5,Casual Dining,113 votes,"HakkaNoodles,CholeBhature,ChilliBabycorn,SchezwanRice,ManchowSoup,Thali,CheeseBalls"
1022,22.6233311,88.4147034,Barsha," 1, Rastroguru Avenue, UBI Building, Nagerbazar, Kolkata",Nagerbazar,400," Chinese, North Indian",                                11:30 AM to 10 PM (Mon-Sun),2.8,Casual Dining,112 votes,"Noodles,GarlicChicken,ChineseChicken"
1023,22.567497,88.3551611,Seetala Udipi Eating House," Hindustan Building, 2, Biplabi Anukul Chandra Street, Chandni Chowk, Kolkata",Chandni Chowk,200, South Indian,                                8 AM to 8:30 PM (Mon-Sun),3.5,Casual Dining,61 votes,"MasalaDosa,VegPulao,DahiVada,FilterCoffee"
1024,22.5044425,88.3987621,Baked & Fried," Ground Floor, Building 2 A, Plot 2/F/11, Action Area 2, Ecospace Business Park, Rajarhat New Town, Kolkata",Rajarhat New Town,300, Street Food,                                11:30 AM to 8:30 PM (Mon-Sun),3.4,Quick Bites,20 votes,"ChickenBurger,CrispyChicken,FrenchFries,SteakSub,SpicyChickenWrap"
1025,22.4640884,88.3805309,New Ashiana," Near Nazrul Metro Station, Canal Side Road, Garia, Kolkata",Garia,700," Chinese, North Indian, Biryani",                                11:30 AM to 10:30 PM (Mon-Sun),3.4,Casual Dining,105 votes,"Noodles,ChikenRoll"
1026,22.5535637,88.3581956,Noodle King," 94, Ripon Street, Wellesley, Kolkata",Wellesley,300, Chinese,                                12 Noon to 11 PM (Mon-Sun),3.2,Quick Bites,36 votes,Noodles
1027,22.5917301,88.3927174,Lords Restaurant," P-194, C.I.T. Scheme VIIIM, Ultadanga Main Road, Ultadanga, Kolkata",Ultadanga,450," Chinese, North Indian",                                11 AM to 11:30 PM (Mon-Sun),2.5,Casual Dining,94 votes,"SweetCornSoup,ClearSoup,HakkaNoodles,ChickenNoodle,MuttonChilli"
1028,22.5876368,88.4078811,Stun the Sun," 3rd Floor, Hangout Food Court, Block A, City Center 1, Sector 1, Salt Lake","City Centre 1, Sector 1, Salt Lake",700," Chinese, Italian, Mexican, Continental",                                11:30 AM to 10:30 PM (Mon-Sun),3.2,Food Court,52 votes,"Brownie,JackedPotato,Mocktails,GarlicBread"
1029,22.4961037,88.370088,Shree Krishna Mistanna Bhandar," Central Road, Ibrahimpur, Near Jadavpur 8B, Jadavpur, Kolkata",Jadavpur,100, Mithai,                                6 AM to 10:30 PM (Mon-Sun),3.4,Sweet Shop,19 votes,"Lassi,HingKachori,GulabJamun"
1030,22.502441,88.357122,The Biryani Company," 61, Raja S C Mullick Road, Garia, Kolkata",Garia,700," Biryani, North Indian",                                12 Noon to 10 PM (Mon-Sun),2.5,Casual Dining,63 votes,"ChickenBharta,FishFry,GalautiKebab,MuttonBhuna,LacchaParatha,ChickenChaap"
1031,22.6939325,88.4624179687,CasaMia,,,,,,,,,
1032,22.5411501254,88.3255401626,AMFC,,,,,,,,,
1033,22.5027183,88.3315312,Chat Chaupati," 94, Satya Residency, Buroshibtalla Main Road, Opposite Lila Petrol Pump, New Alipore, Kolkata",Behala,150," Street Food, Fast Food",                                4 PM to 10 PM (Mon-Sun),3.4,Quick Bites,31 votes,Chaat
1034,22.5399811445,88.2864825055,Have More," J224, Paharpur Road, Tara Tala, Kolkata 700024",Tara Tala,500," Lucknowi, Beverages, Chinese, Kashmiri, Hyderabadi, Mughlai",                                12 Noon to 11 PM (Mon-Sun),3.6,Casual Dining,48 votes,Momos
1035,22.5785031,88.3309653,Makhaana,,,,,,,,,
1036,22.598564,88.466885,Cafe Ekante Open Air," Eco Island, Eco Park, Action area II, Rajarhat New Town, Kolkata","Eco Park, Rajarhat New Town, Kolkata",600, Bengali,                                6 PM to 10 PM (Mon-Sun),3,Casual Dining,14 votes,
1037,22.5242275,88.3479532,VR1," 8/1A, Paramount Nursing Home, Hazra Road, Hazra, Kolkata",Hazra,450," Mexican, Chinese, Italian, Continental",                                11 AM to 12 Midnight (Mon-Sun),3.9,Casual Dining,148 votes,"Mocktails,WhiteSaucePasta,Noodles,OreoShake"
1038,22.493367,88.3796451,The Cake Counter," New Santoshpur Main Road, Santoshpur, Kolkata",Santoshpur,150," Bakery, Desserts",                                9 AM to 9 PM (Mon-Sun),3.7,Bakery,52 votes,"Cheesecake,Tiramisu"
1039,22.5215033,88.3638848,Bedouin Restaurant," 8A, Nandi Street, Gariahat, Kolkata",Gariahat,400," North Indian, Bengali",                                12 Noon to 10 PM (Mon-Sun),3.1,Casual Dining,13 votes,
1040,22.5986284,88.4136806,Hide Cafe," BE 97, Near Kwality Bus Stop, Sector 1, Salt Lake","Sector 1, Salt Lake",500," North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3.5,Casual Dining,112 votes,"CrispyChicken,FriedRice,ChickenPakora,ChilliChicken,CheeseOmelette"
1041,22.5674996,88.4112655,Silver Screen Asia,,,,,,,,,"KungPaoChicken,StuffedMushroom,PorkNoodles,CrispyChilliBabycorn,LemonCorianderSoup,SeafoodSoup,DoubleFriedPork"
1042,22.5674466382,88.4113145247,Charnock's," Charnok City, KB 26, Sector 3, Salt Lake","Charnok City, Sector 3, Salt Lake",1000," North Indian, Bengali, Continental",                                11 AM to 11 PM (Mon-Sun),3.7,"Casual Dining,Bar",264 votes,"BhetkiPaturi,KoshaMangsho,MalaiMaahiTikka,DaabChingri,MangoKulfi,RoastChicken,BasantiPulao"
1043,22.535487,88.352159,I Scream Co.," 41, Justice Chandra Madhav Road, Bhawanipur, Kolkata",Bhawanipur,300," Ice Cream, Desserts","                                2 PM to 1:30 AM (Mon),11 AM to 1:30 AM (Tue-Sun)",3.7,Dessert Parlor,46 votes,"Mocktails,Rasgulla,MishtiDoi"
